UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Air temperature [K]_rolling_mean,Air temperature [K]_rolling_std,Process temperature [K]_rolling_mean,Process temperature [K]_rolling_std,Rotational speed [rpm]_rolling_mean,Rotational speed [rpm]_rolling_std,Torque [Nm]_rolling_mean,Torque [Nm]_rolling_std,Tool wear [min]_rolling_mean,Tool wear [min]_rolling_std,Air temperature [K]_lag_1,Air temperature [K]_lag_3,Air temperature [K]_lag_5,Process temperature [K]_lag_1,Process temperature [K]_lag_3,Process temperature [K]_lag_5,Rotational speed [rpm]_lag_1,Rotational speed [rpm]_lag_3,Rotational speed [rpm]_lag_5,Torque [Nm]_lag_1,Torque [Nm]_lag_3,Torque [Nm]_lag_5,Tool wear [min]_lag_1,Tool wear [min]_lag_3,Tool wear [min]_lag_5,torque_speed_interaction,failure_label
68,H29481,H,-0.6024172079894964,-0.7451572309007539,-0.4059464321535655,0.4126113968999543,1.19478159324557,0,No Failure,298.91999999999996,0.0836660026536513,309.0,0.0999999999997993,1574.8,169.06418899341165,36.480000000000004,8.793861495384132,179.0,3.807886552931978,298.9,299.0,298.8,308.9,309.1,309.0,1679.0,1523.0,1829.0,28.7,38.6,22.9,181.0,177.0,172.0,64650.6,0
69,L47248,L,-0.6024172079894964,-0.7451572309007539,-0.06568730365715691,-0.7610933709824549,1.273334999157914,0,No Failure,298.9,0.10000000000024949,308.98,0.10954451150080487,1517.8,105.008094926058,37.78,7.169170105388742,182.0,4.690415759823449,298.8,299.0,298.9,308.9,309.1,309.0,1466.0,1394.0,1812.0,44.1,45.1,25.9,184.0,179.0,174.0,49474.799999999996,0
70,L47249,L,-0.5524211743618752,-0.677756345295187,-0.7183154681502685,2.5794509683751707,1.3047563615228517,1,Power Failure,298.88,0.08366600265376341,308.96000000000004,0.08944271909964377,1495.2,115.26794871081904,43.2,14.470314440260088,184.8,5.118593556827906,298.8,298.9,299.0,308.9,308.9,309.1,1527.0,1679.0,1523.0,32.4,28.7,38.6,189.0,181.0,177.0,92637.0,1
71,M14930,M,-0.5524211743618752,-0.677756345295187,2.14878604081947,-1.7441965098925065,1.3361777238877892,0,No Failure,298.86,0.054772255751133085,308.93999999999994,0.054772255749822134,1601.2,206.51561684289157,38.7,17.007792331751926,187.6,4.979959839195508,298.9,298.8,299.0,309.0,308.9,309.1,1410.0,1466.0,1394.0,65.7,44.1,45.1,191.0,184.0,179.0,43482.4,0
72,L47251,L,-0.5524211743618752,-0.61035545968962,-0.4840386911527413,0.5530547024585329,1.3833097674351955,0,No Failure,298.86,0.05477225575113309,308.97999999999996,0.0836660026531243,1555.8,210.05761114513325,42.06,16.177546167450725,190.6,4.505552130427542,298.9,298.8,298.9,309.0,308.9,308.9,1924.0,1527.0,1679.0,22.6,32.4,28.7,193.0,189.0,181.0,66066.0,0
73,L47252,L,-0.5524211743618752,-0.61035545968962,-0.9470142266478546,0.4427063909482209,1.4147311298001333,0,No Failure,298.88,0.0447213595506798,309.02,0.08366600265328225,1536.4,224.4132349038265,42.12,16.18755694970676,193.4,3.646916505762117,298.9,298.9,298.8,309.1,309.0,308.9,1452.0,1410.0,1466.0,45.5,65.7,44.1,196.0,191.0,184.0,60783.6,0
74,L47253,L,-0.5024251407342256,-0.61035545968962,0.2968838988390162,-0.5002700892308083,1.4461524921650708,0,No Failure,298.91999999999996,0.0447213595505527,309.06,0.05477225575052525,1549.4,225.61205641543185,42.64,15.835182348176467,195.6,3.646916505762117,298.9,298.9,298.8,309.1,309.0,308.9,1369.0,1924.0,1527.0,44.4,22.6,32.4,198.0,193.0,189.0,55720.0,0
75,L47254,L,-0.5524211743618752,-0.677756345295187,0.34708606533848635,-0.7711250356652106,1.4775738545300083,0,No Failure,298.91999999999996,0.0447213595505527,309.06000000000006,0.05477225575052525,1587.6,211.85915132464777,35.96,9.42141178380393,197.8,3.4928498393146197,299.0,298.9,298.9,309.1,309.1,309.0,1592.0,1452.0,1410.0,35.0,45.5,65.7,200.0,196.0,191.0,51712.299999999996,0
76,L47255,L,-0.6024172079894964,-0.7451572309007539,-0.8912340416484434,0.6734346786516008,1.508995216894946,0,No Failure,298.9,0.0707106781190533,309.0400000000001,0.08944271909993293,1478.6,112.34010859884367,40.78,6.628499075959774,200.0,3.1622776601684026,298.9,298.9,298.9,309.0,309.1,309.0,1601.0,1369.0,1924.0,32.3,44.4,22.6,202.0,198.0,193.0,64399.3,0
77,L47256,L,-0.6024172079894964,-0.7451572309007539,-0.43383652465327116,0.793814654844668,1.5404165792598836,0,No Failure,298.88,0.08366600265379058,309.0,0.09999999999980819,1480.4,111.87850553167034,41.260000000000005,7.124113979997764,202.0,3.1622776601684026,298.8,299.0,298.9,308.9,309.1,309.1,1379.0,1592.0,1452.0,46.7,35.0,45.5,204.0,200.0,196.0,69981.9,0
78,L47257,L,-0.6024172079894964,-0.7451572309007539,-0.4673046356529179,0.13172478578279617,1.5718379416248212,1,Tool Wear Failure,298.86,0.08944271910039969,308.96000000000004,0.0894427190996088,1497.6,95.9468602925598,40.64,6.914332939626178,204.0,3.1622776601684026,298.8,298.9,298.9,308.9,309.0,309.1,1461.0,1601.0,1369.0,47.9,32.3,44.4,206.0,202.0,198.0,60091.49999999999,1
79,L47258,L,-0.6024172079894964,-0.7451572309007539,-0.785251690149562,1.1549545834238708,-1.6959837443286896,0,No Failure,298.82000000000005,0.0447213595510087,308.91999999999996,0.044721359548868446,1458.8,87.04136947452048,43.94,7.4651188871979555,164.0,91.706052144883,298.8,298.8,299.0,308.9,308.9,309.1,1455.0,1379.0,1592.0,41.3,46.7,35.0,208.0,204.0,200.0,71997.0,0
80,L47259,L,-0.6024172079894964,-0.7451572309007539,-0.7629396161497976,-0.20935181343089515,-1.6645623819637518,0,No Failure,298.8,0.0,308.9,0.0,1419.0,36.70830968595507,45.059999999999995,5.422914345626311,124.0,112.29425630903836,298.8,298.8,298.9,308.9,308.9,309.0,1398.0,1461.0,1601.0,51.5,47.9,32.3,0.0,206.0,202.0,53135.799999999996,0
81,H29494,H,-0.6024172079894964,-0.8125581165062826,-0.5230848206523292,0.9944479484997806,-1.6331410195988143,0,No Failure,298.8,0.0,308.88,0.04472135954845853,1432.2,29.97832550360314,45.7,5.83780780773054,84.0,112.29425630903836,298.8,298.8,298.8,308.9,308.9,308.9,1402.0,1455.0,1379.0,37.9,41.3,46.7,2.0,208.0,204.0,72105.5,0
82,L47261,L,-0.5524211743618752,-0.7451572309007539,-0.49519472815262355,0.7536879961136456,-1.5545876136864702,0,No Failure,298.82000000000005,0.0447213595510087,308.88,0.04472135954845853,1430.0,27.649593125396674,45.62,5.802757964968007,44.6,91.40459507048865,298.8,298.8,298.8,308.8,308.9,308.9,1445.0,1398.0,1461.0,49.9,51.5,47.9,4.0,0.0,206.0,68875.0,0
83,L47262,L,-0.5524211743618752,-0.7451572309007539,-0.4784606726528002,0.08156646236901802,-1.5231662513215327,0,No Failure,298.84000000000003,0.05477225575126412,308.88,0.04472135954845853,1429.6,27.208454568387076,45.519999999999996,5.899321994941423,5.2,4.6583258795406515,298.9,298.8,298.8,308.9,308.9,308.9,1450.0,1402.0,1455.0,47.5,37.9,41.3,9.0,2.0,208.0,59282.399999999994,0
84,L47263,L,-0.5024251407342256,-0.677756345295187,-0.38921237665374214,0.011344809589729025,-1.491744888956595,0,No Failure,298.88,0.08366600265380418,308.9,0.07071067811783183,1443.8,25.033976911389544,43.239999999999995,5.1679783281278935,7.8,4.6583258795406515,298.9,298.8,298.8,308.9,308.8,308.9,1453.0,1445.0,1398.0,40.8,49.9,51.5,11.0,4.0,0.0,58906.9,0
85,L47264,L,-0.5524211743618752,-0.7451572309007539,-0.651379246150975,0.7637196607964014,-1.4603235265916574,0,No Failure,298.9,0.07071067811906938,308.9,0.07071067811783183,1447.8,16.99117417955525,45.18,4.430237013975621,10.4,4.219004621945582,299.0,298.9,298.8,309.0,308.9,308.9,1469.0,1450.0,1402.0,40.1,47.5,37.9,13.0,9.0,2.0,67687.2,0
86,M14945,M,-0.5024251407342256,-0.677756345295187,1.4794238208265347,-1.32286659321677,-1.42890216422672,0,No Failure,298.94,0.05477225575092035,308.93999999999994,0.0547722557498312,1519.6,159.8821440937042,40.559999999999995,8.475435092076369,13.0,3.1622776601680918,298.9,298.9,298.8,308.9,308.9,308.8,1422.0,1453.0,1445.0,47.6,40.8,49.9,15.0,11.0,4.0,48347.200000000004,0
87,H29500,H,-0.5024251407342256,-0.677756345295187,-0.5732869871517993,0.3925480675344427,-1.3817701206793134,0,No Failure,298.96,0.054772255750839924,308.96,0.05477225575001541,1516.8,161.51996780584125,39.839999999999996,7.869752219733448,15.2,3.492849839314336,299.0,299.0,298.9,309.0,309.0,308.9,1804.0,1469.0,1450.0,26.8,40.1,47.5,17.0,13.0,9.0,63040.4,0
88,L47267,L,-0.5024251407342256,-0.677756345295187,0.029139010841842207,-0.8212833590789884,-1.3032167147669695,0,No Failure,298.98,0.0447213595502993,308.97999999999996,0.0447213595496136,1535.0,157.61345120261782,38.040000000000006,8.591449237468584,18.0,4.690415759823235,299.0,298.9,298.9,309.0,308.9,308.9,1436.0,1422.0,1453.0,43.9,47.6,40.8,20.0,15.0,11.0,49099.200000000004,0
89,M14948,M,-0.5024251407342256,-0.677756345295187,-0.6681133016507984,0.5229597084102664,-1.2717953524020318,0,No Failure,298.98,0.0447213595502993,308.97999999999996,0.0447213595496136,1525.0,164.29242222330276,39.06,9.179760345455623,20.8,5.118593556827713,299.0,299.0,299.0,309.0,309.0,309.0,1544.0,1804.0,1469.0,31.8,26.8,40.1,25.0,17.0,13.0,64138.8,0
90,M14949,M,-0.5524211743618752,-0.7451572309007539,-0.2888080436548019,-0.04884517850680491,-1.2246633088546255,0,No Failure,298.97999999999996,0.0447213595502993,308.98,0.0447213595496136,1538.0,156.49121381087178,37.44,7.9248343831274815,23.8,5.263078946776134,299.0,299.0,298.9,309.0,309.0,308.9,1419.0,1436.0,1422.0,45.2,43.9,47.6,27.0,20.0,15.0,58736.5,0
91,L47270,L,-0.5524211743618752,-0.7451572309007539,1.1949448773295372,-1.4231832400443263,-1.177531265307219,0,No Failure,298.96,0.054772255750819815,308.96,0.05477225575001541,1527.8,135.0062961494759,37.24,8.265772801135991,27.0,4.949747468305648,298.9,299.0,299.0,308.9,309.0,309.0,1487.0,1544.0,1804.0,39.5,31.8,26.8,30.0,25.0,17.0,45227.4,0
92,L47271,L,-0.5524211743618752,-0.7451572309007539,1.6244523018250039,-1.5134682221891271,-1.1461099029422814,0,No Failure,298.93999999999994,0.054772255750860026,308.94,0.0547722557498312,1606.6,176.60492631860527,33.44,8.78936857800374,30.0,4.123105625617439,298.9,299.0,299.0,308.9,309.0,309.0,1753.0,1419.0,1436.0,25.8,45.2,43.9,33.0,27.0,20.0,45567.0,0
93,M14952,M,-0.5524211743618752,-0.7451572309007539,1.049916396331068,-1.2927715991685031,-1.114688540577344,0,No Failure,298.91999999999996,0.04472135955045103,308.91999999999996,0.044721359548936766,1643.2,179.329863659124,32.5,9.24797275082488,32.4,3.9749213828701286,298.9,298.9,299.0,308.9,308.9,309.0,1830.0,1487.0,1544.0,24.9,39.5,31.8,35.0,30.0,25.0,46801.700000000004,0
94,L47273,L,-0.452429107106576,-0.677756345295187,-0.49519472815262355,0.3022630853896422,-1.0675564970299374,0,No Failure,298.93999999999994,0.0894427191002154,308.91999999999996,0.044721359548936766,1649.4,169.9302798208724,32.06,8.516043682367973,35.0,3.807886552931715,298.9,298.9,299.0,308.9,308.9,309.0,1727.0,1753.0,1419.0,27.1,25.8,45.2,37.0,33.0,27.0,62350.0,0
95,L47274,L,-0.5024251407342256,-0.7451572309007539,0.46422445383725,-0.811251694396233,-1.0361351346649998,0,No Failure,298.96,0.08944271910020109,308.91999999999996,0.044721359548936766,1676.4,146.83085506799992,30.54,7.47014056092651,37.4,3.6469165057618445,299.1,298.9,298.9,309.0,308.9,308.9,1450.0,1830.0,1487.0,43.0,24.9,39.5,40.0,35.0,30.0,51741.799999999996,0
96,M14955,M,-0.5024251407342256,-0.677756345295187,-1.0474185596467949,1.2251762362031606,-1.0047137723000623,0,No Failure,298.97999999999996,0.08366600265361947,308.94,0.0547722557498312,1596.0,196.1721183043095,35.82,11.516379639452651,39.6,3.6469165057618445,299.0,298.9,298.9,308.9,308.9,308.9,1622.0,1727.0,1753.0,31.9,27.1,25.8,42.0,37.0,33.0,70522.2,0
97,M14956,M,-0.5024251407342256,-0.677756345295187,0.20205758434001708,-0.4701750951825417,-0.9575817287526558,0,No Failure,299.0,0.07071067811889503,308.96,0.05477225575001541,1545.0,147.15128269913245,37.9,9.872942823697484,42.0,3.807886552931715,299.0,299.1,298.9,309.0,309.0,308.9,1351.0,1450.0,1830.0,52.2,43.0,24.9,44.0,40.0,35.0,55597.49999999999,0
98,M14957,M,-0.5524211743618752,-0.7451572309007539,1.178210821829714,-1.0118849880513456,-0.9104496852052494,0,No Failure,299.0,0.07071067811889503,308.96,0.05477225575001541,1549.6,154.44189846023005,38.46,9.160949732424015,44.6,3.9749213828701286,299.0,299.0,298.9,309.0,308.9,308.9,1575.0,1622.0,1727.0,35.3,31.9,27.1,47.0,42.0,37.0,52325.0,0
99,L47278,L,-0.5524211743618752,-0.8125581165062826,-0.05453126665727467,-0.7309983769341876,-0.863317641657843,0,No Failure,298.96,0.054772255750836676,308.91999999999996,0.08366600265282025,1565.4,145.4864254836169,36.4,9.042123644365828,47.2,4.438468204234223,298.9,299.0,299.1,308.9,309.0,309.0,1750.0,1351.0,1450.0,29.9,52.2,43.0,50.0,44.0,40.0,49998.3,0
100,L47279,L,-0.6024172079894964,-0.8125581165062826,-0.08799937765692141,0.4427063909482209,-0.8318962792929054,0,No Failure,298.91999999999996,0.08366600265362965,308.9,0.09999999999939643,1545.6,142.5650728614832,38.9,9.213305595713173,49.8,4.438468204234223,298.9,299.0,299.0,308.8,309.0,308.9,1529.0,1575.0,1622.0,32.7,35.3,31.9,53.0,47.0,42.0,67621.2,0
101,L47280,L,-0.6024172079894964,-0.7451572309007539,1.7471687088237087,-1.5034365575063715,-0.8004749169279678,0,No Failure,298.88,0.08366600265364495,308.88,0.08366600265255995,1645.8,147.5726939511508,33.46,7.20923019468788,52.4,3.9749213828701286,298.8,298.9,299.0,308.8,308.9,309.0,1523.0,1750.0,1351.0,44.4,29.9,52.2,55.0,50.0,44.0,46300.0,0
102,L47281,L,-0.6024172079894964,-0.8125581165062826,2.522513280315525,-1.9347981388648636,-0.7690535545630302,0,No Failure,298.84000000000003,0.054772255750933974,308.84,0.05477225574886149,1729.0,204.11393876950203,30.54,9.009605984725379,54.8,3.4928498393143363,298.8,298.9,299.0,308.9,308.8,309.0,1852.0,1529.0,1575.0,25.0,32.7,35.3,57.0,53.0,47.0,41213.7,0
103,L47282,L,-0.6024172079894964,-0.8125581165062826,0.09049721434119458,0.06150313300350718,-0.7376321921980926,0,No Failure,298.82,0.04472135955056304,308.82000000000005,0.044721359547770574,1690.0,217.30163368000717,32.68,10.032297842468566,57.0,3.1622776601680926,298.8,298.8,298.9,308.8,308.8,308.9,1991.0,1523.0,1750.0,20.7,44.4,29.9,59.0,55.0,50.0,63133.0,0
104,M14963,M,-0.6024172079894964,-0.8125581165062826,-0.5453968946520936,0.05147146832075141,-0.706210829833155,0,No Failure,298.8,0.0,308.82000000000005,0.044721359547770574,1672.4,236.33196990673952,34.239999999999995,10.625111764118037,59.0,3.1622776601680926,298.8,298.8,298.9,308.8,308.9,308.8,1555.0,1852.0,1529.0,40.6,25.0,32.7,61.0,57.0,53.0,58360.5,0
105,L47284,L,-0.6024172079894964,-0.8799590021118496,-0.49519472815262355,0.3423897441206646,-0.6590787862857486,0,No Failure,298.8,0.0,308.8,0.07071067811713747,1657.8,249.74326817754272,34.040000000000006,10.392930289384196,61.2,3.4928498393143363,298.8,298.8,298.8,308.8,308.8,308.8,1441.0,1991.0,1523.0,40.5,20.7,44.4,63.0,59.0,55.0,62930.0,0
106,L47285,L,-0.6024172079894964,-0.8799590021118496,0.29130588033907506,-0.8915050118582778,-0.627657423920811,0,No Failure,298.8,0.0,308.76000000000005,0.054772255748265386,1605.6,225.0617692990083,35.260000000000005,9.374593324512777,63.4,3.6469165057618445,298.8,298.8,298.8,308.7,308.8,308.9,1450.0,1555.0,1852.0,43.4,40.6,25.0,66.0,61.0,57.0,49480.100000000006,0
107,L47286,L,-0.6024172079894964,-0.8799590021118496,-0.5230848206523292,0.8540046429412019,-0.5962360615558734,0,No Failure,298.8,0.0,308.73999999999995,0.05477225574809804,1496.4,71.1463280851515,40.82,6.329849919231875,65.6,3.646916505761846,298.8,298.8,298.8,308.7,308.8,308.8,1591.0,1441.0,1991.0,31.1,40.5,20.7,68.0,63.0,59.0,70082.5,0
108,M14967,M,-0.6024172079894964,-0.8125581165062826,-0.23302785865539066,0.6834663433343559,-0.5648146991909357,0,No Failure,298.8,0.0,308.73999999999995,0.05477225574809804,1484.8,63.52322409953715,42.06,6.8609766068687215,67.8,3.492849839314339,298.8,298.8,298.8,308.7,308.7,308.8,1445.0,1450.0,1555.0,48.5,43.4,40.6,70.0,66.0,61.0,70059.59999999999,0
109,H29522,H,-0.5524211743618752,-0.8125581165062826,0.4586464353373088,-0.7309983769341876,-0.5176826556435293,0,No Failure,298.82,0.04472135955053444,308.74,0.05477225574809804,1520.8,81.07527366589656,40.5,8.082388260904057,70.2,3.492849839314339,298.8,298.8,298.8,308.8,308.7,308.8,1497.0,1591.0,1441.0,46.8,31.1,40.5,72.0,68.0,63.0,53006.700000000004,0
110,L47289,L,-0.5524211743618752,-0.8799590021118496,0.1853235288401937,-0.5905550713756088,-0.4391292497311854,0,No Failure,298.84,0.054772255750876894,308.73999999999995,0.05477225574809804,1545.2,72.32703505605646,38.64,8.314926337617164,73.0,4.690415759823238,298.9,298.8,298.8,308.8,308.7,308.7,1621.0,1445.0,1450.0,32.7,48.5,43.4,75.0,70.0,66.0,53605.200000000004,0
111,L47290,L,-0.6024172079894964,-0.9473598877173782,1.8587290788225312,-1.7542281745752621,-0.40770788736624775,0,No Failure,298.84000000000003,0.054772255750876894,308.72,0.08366600265170517,1601.4,165.705461587722,36.92,10.786658426037206,75.8,5.118593556827716,298.9,298.8,298.8,308.7,308.8,308.7,1572.0,1497.0,1591.0,34.1,46.8,31.1,80.0,72.0,68.0,42120.0,0
112,H29525,H,-0.652413241617146,-0.9473598877173782,-0.22187182165550842,0.3524214088034203,-0.37628652500131016,0,No Failure,298.82,0.08366600265369845,308.7,0.09999999999848196,1612.2,154.33308135328605,35.92,9.61259590329269,78.6,4.979959839195314,298.8,298.9,298.8,308.6,308.8,308.7,1872.0,1621.0,1445.0,22.5,32.7,48.5,82.0,75.0,70.0,65206.5,0
113,M14972,M,-0.6024172079894964,-0.8799590021118496,-0.22744984015544953,-0.04884517850680491,-0.29773311908896616,0,No Failure,298.82,0.08366600265369845,308.67999999999995,0.08366600265148225,1612.4,154.1470077555838,34.46,7.959145682797829,82.0,5.147815070493328,298.7,298.9,298.8,308.6,308.7,308.8,1499.0,1572.0,1497.0,43.5,34.1,46.8,84.0,80.0,72.0,59171.0,0
114,M14973,M,-0.6024172079894964,-0.9473598877173782,-0.29438606215474306,0.1919147738793301,-0.25060107554155975,0,No Failure,298.8,0.07071067811906084,308.64,0.05477225574725548,1585.4,163.78583577342704,36.3,8.495881355103746,85.4,4.979959839195314,298.8,298.8,298.9,308.7,308.6,308.8,1498.0,1872.0,1621.0,39.5,22.5,32.7,89.0,82.0,75.0,62263.4,0
115,L47294,L,-0.6024172079894964,-0.9473598877173782,0.7877495268338351,-1.0620433114651238,-0.20346903199415334,0,No Failure,298.78,0.044721359550720326,308.62,0.044721359545803606,1607.0,168.62680688431485,35.36,9.04256600750027,88.4,5.412947441089577,298.8,298.7,298.9,308.6,308.6,308.7,1486.0,1499.0,1572.0,41.9,43.5,34.1,92.0,84.0,80.0,49392.0,0
116,L47295,L,-0.6024172079894964,-0.9473598877173782,-0.6011770796515049,0.5731180318240445,-0.17204766962921575,0,No Failure,298.78000000000003,0.044721359550720326,308.62,0.044721359545803606,1518.8,94.33292108272707,40.0,6.343500610861468,91.4,5.128352561983056,298.8,298.8,298.8,308.6,308.7,308.6,1680.0,1498.0,1872.0,29.4,39.5,22.5,95.0,89.0,82.0,65396.700000000004,0
117,L47296,L,-0.5524211743618752,-0.8799590021118496,0.14069938084066472,-0.5905550713756088,-0.14062630726427813,0,No Failure,298.82000000000005,0.04472135955053602,308.64,0.05477225574725548,1531.8,95.39496842077162,38.120000000000005,6.439099315898121,94.4,3.9749213828701264,298.8,298.8,298.7,308.6,308.6,308.6,1431.0,1486.0,1499.0,45.7,41.9,43.5,97.0,92.0,84.0,53332.4,0
118,L47297,L,-0.6024172079894964,-0.9473598877173782,0.3359300283386041,-0.7009033828859209,-0.10920494489934053,0,No Failure,298.82,0.04472135955053602,308.62,0.044721359545803606,1552.0,97.1262065562123,36.82000000000001,6.7399554894672375,96.8,3.4928498393143315,298.9,298.8,298.8,308.7,308.6,308.7,1564.0,1680.0,1498.0,34.1,29.4,39.5,99.0,95.0,89.0,52767.0,0
119,M14978,M,-0.6024172079894964,-0.9473598877173782,0.9383560263322456,-1.1924549523409467,-0.07778358253440293,0,No Failure,298.82,0.04472135955053602,308.62,0.044721359545803606,1596.2,109.12699024531014,34.06,6.961537186570173,99.0,3.1622776601680878,298.8,298.8,298.8,308.6,308.6,308.6,1599.0,1431.0,1486.0,33.0,45.7,41.9,101.0,97.0,92.0,47966.700000000004,0
120,L47299,L,-0.652413241617146,-1.0147607733229451,-0.4003684136536244,0.07153479768626296,-0.03065153898699653,0,No Failure,298.8,0.07071067811906535,308.6,0.07071067811587285,1553.6,109.80801427946875,36.32,6.904491291905547,101.2,3.4928498393143315,298.8,298.9,298.8,308.6,308.7,308.6,1707.0,1564.0,1680.0,28.1,34.1,29.4,103.0,99.0,95.0,59706.9,0
121,L47300,L,-0.5524211743618752,-0.8799590021118496,-0.5900210426516227,0.4728013849964882,0.0007698233779410749,0,No Failure,298.82,0.08366600265369548,308.62,0.08366600265117057,1554.0,109.25200226998139,36.120000000000005,6.571301241002386,103.4,3.6469165057618387,298.7,298.8,298.8,308.5,308.6,308.6,1467.0,1599.0,1431.0,40.7,33.0,45.7,106.0,101.0,97.0,64055.100000000006,0
122,L47301,L,-0.5524211743618752,-0.8799590021118496,0.10723126984101795,0.12169312110004112,0.03219118574287868,0,No Failure,298.82,0.08366600265369548,308.62,0.08366600265117057,1552.8,109.14760647856653,37.54,6.789182572298347,105.6,3.6469165057618387,298.9,298.8,298.9,308.7,308.6,308.7,1433.0,1707.0,1564.0,44.7,28.1,34.1,108.0,103.0,99.0,64189.600000000006,0
123,L47302,L,-0.5024251407342256,-0.8125581165062826,-1.276117318144381,1.074701265961826,0.06361254810781627,0,No Failure,298.86,0.11401754251004792,308.65999999999997,0.11401754250846032,1495.0,148.12663501207342,41.08,8.280821215314326,107.8,3.4928498393143315,298.9,298.7,298.8,308.7,308.5,308.6,1558.0,1467.0,1599.0,41.2,40.7,33.0,110.0,106.0,101.0,66417.0,0
124,L47303,L,-0.5524211743618752,-0.8799590021118496,0.040295047841724455,0.3423897441206646,0.09503391047275388,0,No Failure,298.88,0.10954451150113215,308.67999999999995,0.10954451149962371,1462.8,100.29805581365981,44.14,4.011608156338303,110.0,3.1622776601680878,299.0,298.9,298.8,308.8,308.7,308.6,1310.0,1433.0,1707.0,50.7,44.7,28.1,112.0,108.0,103.0,67096.4,0
125,L47304,L,-0.5524211743618752,-0.8799590021118496,1.049916396331068,-1.0620433114651238,0.12645527283769148,0,No Failure,298.91999999999996,0.04472135955005143,308.72,0.044721359547040526,1514.8,155.32449903347515,41.88,7.814537734248896,112.0,3.1622776601680878,298.9,298.9,298.7,308.7,308.7,308.5,1546.0,1558.0,1467.0,43.4,41.2,40.7,114.0,110.0,106.0,50773.799999999996,0
